asin,title,description,price,brand,categories,image_url
B00001XDRA,,"The original Blood won numerous fans, despite the fact that it was a 2D shooter released nearly a year after Quake made 3D environments standard. The clever level design and wisecracking antihero, Caleb, made up for the fact that the game was a technical throwback. Now, just over a year after the original hit stores, Monolith Productions has released a sequel. Based on Monolith's own LithTech engine, Blood II: The Chosen features some strong technical elements. The engine provides solid graphics (better than Quake II, not as good as Unreal), decent control, and great animation. But Blood II lacks some of the innovation of the original; the horror-theme is less pronounced, and the level design doesn't stray far from the average.Blood II is excellent in several respects. Most of the weapons look and sound great, with the most notable example being the shotgun, which looks menacing and sounds even more so. The howitzer is also noteworthy, while the submachine gun looks bland, though it sounds good. On the low end of the spectrum is the Die Bug Die, a powerful insect repellent that neither looks nor sounds like it should be one of the more powerful weapons. There is a wide variety of weapons, and because you can only hold ten at a time, you must occasionally discard some. It's a nice feature, and one that lets you tailor your arsenal to your liking.The animations are another high point in Blood II. Enemies move smoothly and look great. They die in a variety of ways, and you'll undoubtedly be struck the first time you see a human writhing on the ground after a grievous gut wound. On the downside, Blood II's artificial intelligence leaves something to be desired. Enemies usually won't attack until you come right into their line of sight and occasionally won't respond when attacked. The AI is better than in the first release of Shogo: Mobile Armor Division, Monolith's other LithTech-based shooter, but it's still nowhere near the level of Half-Life's believable enemy behavior.Blood II looks impressive. The levels feature diverse appearances and spectacular colored lighting. The textures are great, and areas such as a tenement building and a museum are amazingly detailed. The levels themselves are diverse as well. In the first chapter alone, you'll travel from an ornate museum to a huge science facility to the alleys of an ominious city street to a futuristic flying machine. The game sounds just as good, with funny wisecracks, great ambient sounds, and an appropriately dark, techno soundtrack.The major problem with Blood II is its pacing. Despite how good the levels look, they are at times confusing, with a variety of similar-looking corridors. Blood II uses a very traditional level design philosophy, and the need to find keys and push buttons is abundant. The designers are self-consciously aware of this, including jokes such as a mission briefing that tells you to push some buttons and kill some things, and a huge glowing sign advertising ""silver key industries."" Still, making jokes about it doesn't really help. Worse, you'll often go back through levels you've already been through, arriving at any number of dead ends until you find the new path that has opened since your last visit. And while Blood II offers a variety of weapons and enemies, they are unevenly distributed, giving way to long stretches of the game in which you face the same group of monsters with the same group of weapons.Blood II is by no means bad. In single-player, it is on par with Quake II, but lacking the innovation of Jedi Knight or Half-Life. Multiplayer with the LithTech engine still suffers from some of Shogo's latency problems, but the wide variety of weapons should make for some good deathmatching when Monolith gets those problems fixed. It's hard not to feel that Blood II is a step back in light of Half-Life; there's little sense of urgency, drama, or excitement. But it's hard to fault Blood II for not doing anything new; it sets out to be a traditional shooter and does a good, if not great, job.--Ron Dulin--Copyright &copy;1998 GameSpot Inc. All rights reserved. Reproduction in whole or in part in any form or medium without express written permission of GameSpot is prohibited.--GameSpot Review",71.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/71KWMPDV24L._SY300_.gif
B00001XDTZ,,"Kids help heroic Buzz Lightyear rescue Woody from the nasty toy collector in this Game Boy arcade game. There are 10 scenes or levels to get Buzz through, each with its own obstacles and power sources. Although the game play essentially comes down to the relatively brainless activity of trying to earn points by flying through coins, batteries and air blasts, there's also a fair amount of novelty built in. In one scene, Buzz rides Bullseye the Horse to hop aboard a plane. In another scene, Buzz goes up an elevator to get to Al's apartment. You won't find any violence or worrisome content- Buzz only uses his laser gun to slow down Rex and other critters- and while testers struggled at times, on the whole, they were enthusiastic.Teaches:game play, logicAge Range:5-up Copyright &#169; 2000 Children's Software Revue --From Children's Software Revue&#174; -- ""Subscribe Now!""Toy Story 2 follows the film of the same name. After Woody is kidnapped by a greedy toy collector, Buzz Lightyear and his friends set out to rescue him in a side-scrolling platformer that takes them from Andy's bedroom to Al's apartment to an airport and back to home sweet home. Because Woody is incapacitated during most of the movie (and in the game), Buzz Lightyear has to do all the work. You can only control Buzz - but that's not necessarily a bad thing, given that he can shoot lasers out of his wrists and ""fall with style."" The gameplay is pretty simplistic, with Buzz running and jumping from left to right and climbing beds, bookshelves, airport chairs, and the like while collecting keys, batteries, and power-ups as he races across town to rescue Woody. Like in the Pixar film, Buzz is extremely well drawn: His jumping and climbing animations are very fluid and smooth. Many of the other toys in the game weren't given the same care, as they simply walk back and forth relentlessly, waiting for a zap from your laser to put them out of their misery. The background graphics (consisting mostly of posters and other toy memorabilia) occasionally blend too well with the foreground graphics, leading you to wonder if they can be interacted with. The sound and music are standard Game Boy fare: nothing fancy, but nothing wrong either. Where the game suffers is in its control scheme. If the designers had done their homework and played the original Super Mario Bros. game they would have realized that it's never a good idea to make the jump button the same as the run button. When B is tapped Buzz jumps; when it is held down, he runs; when it's held down without the directional cross he jumps repeatedly. This leads to stuttering animations when you're trying to negotiate tight platforms, and it forbids any Mario-esque long-distance hurdles that require timing and technique. Fortunately, the game's obstacles never require much skill to negotiate, and most players will blast though this title on their first try.--Doug Trueman--Copyright &#169; 1998 GameSpot Inc. All rights reserved. Reproduction in whole or in part in any form or medium without express written permission of GameSpot is prohibited.--GameSpot ReviewWoody, captured by the evil toy collector, needs rescuing, and Buzz Lightyear is primed for the action adventure mission.Players travel with Buzz to infinity and beyond as they help him explore a variety of different ""play"" levels filled with obstacles and various tasks to accomplish.While the game offers light-hearted and non-violent challenges suitable for younger players, it lacks extensive replay value. Once a player conquers all levels, there's little fun in experiencing the game multiple times.  A 2000 Parents' Choice&#174; Approved winner.Reviewed by Jason R. Rich, Parents' Choice&#174; 2000--FromParents' Choice&#174;",72.7,,"[['Video Games', 'Kids & Family'], ['Video Games', 'More Systems', 'Game Boy Color']]",http://ecx.images-amazon.com/images/I/615QuvwlPXL._SX300_.jpg
B00001XDUB,,"A downright creepy ""survival horror"" title,Silent Hillsucceeds where mostResident Evil-inspired titles suck: keeping  you hooked and instilling you with fear throughout the game. Players  are cast as Harry Mason in his desperate search for his daughter, who  mysteriously disappeared after their car crashed into a gully outside  of a desolate resort town.The 3-D environments inSilent Hillare bathed in fog or  darkness, making its dismal setting all the more eerie; this also  allows for some spectacular lighting effects when using a flashlight in  the dark. Granted, there are some pretty coarse graphics being obscured  here, but it's a fair trade-off, considering the game's short load  times.Silent Hillis played from a third-person perspective, viewed  from both fixed and moving camera angles. As with similar games, the  viewpoint can be awkward at times, especially during combat, which here  is so clunky that you should try to avoid it whenever possible--something  you should do anyway, as this isn'tTomb Raider.Rather than resort to cheap scare tactics,Silent Hillfeatures  a gameplay twist that works very well with its limited visibility  environments. Harry carries a radio with him that crackles with static  whenever the game's nasties are near, and continues until they're no  longer in the vicinity or have been killed off. (Enemies may require  further whacking when they're down, as they like to play dead.)  Additionally, the supported Dual-Shock controller pulsates in a  heartbeatlike fashion whenever you're moderately or seriously injured.--Joe HonPros:Suspenseful story with bone-chilling gameplayShort load timesExcellent lighting and fog effectsFive possible endings add replay valueCons:Coarse graphicsClunky combat",174.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/51BoA0xXsaL._SY300_.jpg
B00001XDV2,,"Blobs of ectoplasm, angry Rottweilers, and sneaky lawn dwarfs are just a  few of the obstacles you'll encounter playing3-D Ultra Radio Control  Racers. This racing game boasts lush graphics, customization options that  accommodate the clueless as well as the hardcore racer, and plenty of fun-loving  attitude. This is the only CD-ROM we've encountered where we must endure both  chicken attacks and an announcer blaring, ""What a pathetic display!"" as we limp  across the finish line dead last.Racers can use the keyboard, a joystick, or the mouse to control the  remote-control car they chose. The keyboard option is extremely squirrelly, mousing is  easier, and, well, there's a reason joysticks are called what they are. Players  can race the computer, go solo around the tracks, race another player, or get on  a circuit and race for ""money"" that they can use to buy upgrades for their  vehicles. For the truly helpless, there's a controlled steering option that  drives the car around the track automatically as the player supplies the  acceleration. Players also have the option of enabling or disabling power-ups on  the tracks--pick these up and your car can inflict bottle rockets, oil slicks,  electrical arcs, and more on opponents. There are also a couple of nonracing  games: a soccer game with cars as players, and battle ball, a game in which  players use their cars to hit balls into a pit.This Windows-only game's strongest points are the 16 tracks that range from  simple to insane, and the way players can manipulate the program to suit and  satisfy a wide range of racing skills. Racing-impaired testers had fun avoiding  demented lawn dwarfs in Backyard, and dodging wayward amphibians that hop out of  Frog Pond. Meanwhile, tracks like Haunted and Aztec challenged the true  gearheads. Just watch out for that nasty chicken on Hillbilly Hill.--Anne  Erickson",0.0,,"[['Video Games', 'Kids & Family'], ['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/61FEQDFY19L._SY300_.jpg
B00001XDTT,,"Total Annihilation: Commander Pack gives you the chance to conquer all three of the Total Annihilation titles. Warm up with Total Annihilation: Battle Tactics by tackling 100 quick scenarios for both basic and advanced strategy. Experience the classic struggle between the ARM and the CORE in Total Annihilation. Finally, you have prepared yourself for Total Annihilation: The Core Contingency where new units, worlds, weapons, and strategies open up the Total Annihilation experience.",24.0,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51QEH4YE75L._SX300_.jpg
B00001XDTO,,"The annals of history are thick with lackluster Star Wars games. Although exceptional releases such as Dark Forces, Force Commander, and Jedi Knight serve as examples of positive gaming experiences, the majority of Star Wars titles better resemble the thud you hear when someone's on the receiving end of a Mike Tyson uppercut. Given this history, two possibilities exist for THQ's Game Boy Color release of Yoda Stories. It could either be a satisfying work of art or a festering pile of human waste. Approximately ten seconds into the game, the phrase ""work of art"" leaps to mind. Groovy caricatures of Yoda and Luke get the story off on the right foot, while initial glances at the top-down action-RPG levels give one the hope of a Zelda-like experience. Unfortunately, one second after providing Luke with forward momentum, the game's similarities to a dung heap become clear. Instead of animating smoothly, Luke progresses one square at a time, interacting with objects and enemies from eight possible directions. But Luke can only face in four directions! Because of this, pushing boxes or other objects is a chore, since Luke has a tendency to walk around anything he touches. Furthermore, battling Stormtroopers or sand people is nigh impossible, mostly due to the fact that they tend to circle around Luke as you wildly flail a poorly executed lightsabre. Yoda Stories is reminiscent of a Tiger LCD game, and each of its 15 levels plays just as bad, if not worse, than one of those $5 castaways. Though the storyline flows fairly well, getting through it is a major pain, as Luke's entire mission is to wander hinter and yon, gathering objects that can be traded for more objects, all in an effort to act out various aspects of the Star Wars myth. Repetition is quick to set in, enemies are lacking in variety, and about the only bright spot to the gameplay is that the difficulty level is low. As if the poor control and lackluster gameplay weren't enough, the game delivers a visual experience akin to that of a Viewmaster toy. In fact, it's quite possible that a Viewmaster could deliver better animation and visuals than Yoda Stories. Though still images give the impression that the game will look decent, the truth is that the lack of colors, the animation, and the severe sprite repetition serve as an all-out affront to one's senses. Luke animates with only two or three frames per movement, nonplayer characters with even less, and backgrounds are as stagnant as Mexican well water. Speaking of backgrounds, though the game offers a plethora of locations, each one is rendered from a minimal stock of four templates. Admittedly, they're drawn acceptably, but one or two screen's worth of locales, and you'll be begging to be put down from constant feelings of deja vu. There aren't even any cutscenes to reward the diligent player who completes each level. Even Nintendo's Game & Watch series, which Yoda Stories resembles, has cutscenes and picture galleries! Further deepening the torture, the game's audio simply begs to be silenced. Weapon and interaction sounds are decent, but the major lack of variety quickly makes them an unwelcome occurrence. Similarly, the game's background music is appropriate, but since a new one doesn't kick in until you reach a later level, gut-wrenching repetition sets in quickly. You can only listen to the first 20 seconds of the Star Wars theme just so much. It's an understatement to say that not since Kickle Cubicle has sound in a video game been so blah and uninspiring. Sadly, there is no reason for anyone to play through Yoda Stories. The storyline is one that Star Wars fans already know; the gameplay is below that of Quest for Camelot; and better graphics and sound exist in 20-year-old Colecovision games. Furthermore, the game's password save system requires you to reach the end of a level before it offers you the ability to rejoin the quest, almost forcing a person to play the game. If THQ, Torus, and Lucasfilm are lucky, people will forget this stinker quickly. Yoda Stories is quite possibly the worst Star Wars video game ever produced.--Frank Provo--Copyright &#169; 1998 GameSpot Inc. All rights reserved. Reproduction in whole or in part in any form or medium without express written permission of GameSpot is prohibited.--GameSpot Review",49.95,,"[['Video Games', 'Kids & Family'], ['Video Games', 'More Systems', 'Game Boy', 'Games'], ['Video Games', 'More Systems', 'Game Boy Color', 'Games']]",http://ecx.images-amazon.com/images/I/41mBI-Y0RiL.jpg
B00001XDTK,,"In these epic quests, four immortal sibling monarchs are locked in a massive campaign to rule the land of Darien. Build your legions of armies, hone your magic skills, and gather your resources to wage war on an epic field of battle. Full 3-D graphics, multiplaying capabilities, and an online gaming community add to the adventure.",63.98,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51620EVE5SL._SY300_.jpg
B00001XDU2,,"Unless the mention of names like ""Stone Cold Steve Austin"" and ""The Rock"" makes  your eyes light up and your pulse rise, it's unlikely thatWWF Wrestlemania 2000will  appeal to you. This officially licensed title features 15 World Wrestling Federation superstars and  five modes of play, including WWF staples like the team-based survivor series and the  tournament-style gauntlet mode. (Two-player mode is available vialink cable.) Wrestlers can grapple in and out  of the wrestling ring, as well as within the confines of the infamous chain-linked cage. Emcee  Vince McMahon is around for added authenticity, although his and the wrestlers' trash-talk has  been sanitized.Making effective use of the Game Boy Color's graphics and sounds, THQ has done an admirable  job of capturing the sensationalistic feel of the WWF, right down to the wrestlers' grandiose stage  entrances. Unfortunately,WWF Wrestlemania 2000is marred by poor gameplay--the  controls aren't very responsive, and mindless button-mashing gets you farther than it should.--Joe HonPros:Sure to please WWF fansCons:Poor controls hamper gameplay",36.99,,"[['Video Games', 'More Systems', 'Game Boy Color', 'Games']]",http://ecx.images-amazon.com/images/I/51VrdyIXidL._SX300_.jpg
B00001XDKK,,"Action rules the day as you lead an elite, multinational strike force and engage enemies in exotic locales, such as a decaying mansion in the Congo, a Paris theme park, and a North Sea drilling platform.",3.99,,"[['Video Games', 'Mac', 'Games']]",http://ecx.images-amazon.com/images/I/318WWTTBK8L.jpg
B00001XDWI,,"Aromorines is a good game and has alot of elements that are taken from the movie starship troopers. It has fairly good graphics and gameplay, .... The game is about these elite millitary men who have special suits and a bunch of kick ... laser guns that will fry any bug that comes your way. The game takes place on a nearly overun planet earth where a bunch of bugs took over and are wiping out the human race.",0.0,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/31D5aQKXQdL.jpg
B00001XDTY,,"In Total Annihilation, you are a commander who can build an entire complex war. You can manipulate matter at an atomic level--but so can your enemy. Find a way to conquer the enemy and end the threat to universal existence. Battle with realistic firing cannons and nukes on diverse terrain, including canyons and molten riverbeds. Total Annihilation challenges you to set a new standard for combat strategy.",21.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/71PN3R2T4HL._SY300_.gif
B00001XDVT,,"Acclaim Studios London must have noticed that MicroProse had neglected to properly exploit its license for last year's giant bug-filled sci-fi film Starship Troopers for the console systems, because the inspiration behind its latest game for the Nintendo 64 is crystal clear. Though the name of the game comes from a little-known Acclaim Comics property where a military unit possesses futuristic suits of armor along the lines of Marvel Comics' Iron Man, the alien race that the group clashes with in Armorines is totally dissimilar to the one found in the comic book. However, the alien race bears more than a passing resemblance to the swarm of creatures found in Paul Verhoeven's recent cinematic ode to fascism.  Enough back story. Armorines is a first-person shooter in which you have two characters to choose from, one who is slow but powerful and another who moves and fires more quickly but isn't quite as sturdy. This choice of characters is the game's main innovation over Acclaim's Turok 2: Seeds of Evil, the game whose engine powers Armorines, which comes up very short in comparison. In fact, Armorines is, in many ways, all the things you didn't like about Turok 2 and little of what you did like.  The inventive weapons, well-designed monsters, and challenging enemy AI found in Turok 2 are all missing here, and the only scripted events you'll come across are an onrush of monsters after you've opened a door or have acquired an item. Remember the big levels in Turok 2, where you had to backtrack for half an hour just to find a key or kidnapped child? Do you recall how your enemies disappeared after they died so you didn't have a clear indication if you'd been in that area before? Both of those elements are well represented in Armorines, with a dash of unclear explanation of mission objectives tossed in for good measure. For example, in one of the jungle missions, you're charged with destroying 34 alien eggs before they hatch. Expect to run around the level for quite awhile, looking for the last batch of eggs, all the while wondering how many you have remaining because the only indication of your progress is an open checkbox on your mission list (indicating you haven't found them all and, likewise, completed the mission). ""What do I do now?"" and ""Which way am I supposed to go?"" are questions that come up far too often in this game. Armorines supports the Expansion Pak, which bumps up its graphics to high resolution without affecting the frame rate aversely. Unfortunately, the environments are very sparse and bland and appear much more like those found in the original Turok game than in its more impressive sequel. And while fog is not always present, draw-in appears quite often. Besides the in-game visuals, the game's presentation and interface are extremely lackluster and add to the impression that the title was rushed out the door for a holiday release. The audio side of Armorines is simply lousy. The soundtrack is made up of extremely short, rhythmic loops, while effects like walking on stone are represented with a sound like someone dribbling a basketball, and enemy death knells sound like a horse screaming in pain.  The multiplayer modes in Armorines aren't all bad, but they're not that great, either. A few basic alterations on the standard deathmatch are provided, and a decent frame rate is maintained. But the levels are very boring. It's hard to draw a bead on your foes, and all the little extras seen in other N64 games with multiplayer modes over the last few years fail to appear. However, a two-player cooperative version of the main game is offered, which does end up adding a lot of value to the title. One strong point isn't enough to save Armorines, though, with everything else just conspiring to make it feel like a bad Turok 2: Seeds of Evil clone. And since the developers couldn't put a ton of huge monstrous bugs onscreen at once because they'd bog down the frame rate, Armorines is prevented from being the Starship Troopers bug hunt it so desperately wanted to be.--Joe Fielder--Copyright &#169; 1998 GameSpot Inc. All rights reserved. Reproduction in whole or in part in any form or medium without express written permission of GameSpot is prohibited.--GameSpot Review",78.75,,"[['Video Games', 'More Systems', 'Nintendo 64', 'Games']]",http://ecx.images-amazon.com/images/I/51YK1TJ5HQL._SX300_.jpg
B00001XDZD,,Pelican Memory Card 1Meg - 15 Blocks in Transparent Gray,1.0,,"[['Video Games', 'More Systems', 'PlayStation', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/71AP532H3KL._SY300_.gif
B00001YVBF,,"You can create your own set of the Simpsons! With 50 special effects, 270 props, and 35 backgrounds, the options for Marge, Homer, Lisa, Bart, and Maggie are endless. The software was created with over 12,000 individual cels, hand-drawn by actual Simpsons cartoonists.",98.96,,"[['Software', ""Children's"", 'Art & Creativity'], ['Video Games', 'Kids & Family']]",http://ecx.images-amazon.com/images/I/61EYFJMKAML._SY300_.jpg
B00001YVB6,,"This game introduces Croc as a crusading crocodile who must rescue his friends, the Gobbos, from the evil villain Baron Dante. Baron Dante has taken over the Gobbo Valley and is turning all good creatures to evil with his magical powers. With amazing graphics and animation, including moves such as swimming, swinging, and flying, you can explore with Croc in more than 250 individual game areas on 45 levels.",34.19,,"[['Video Games', 'Kids & Family'], ['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/61WYY7AT0PL._SY300_.jpg
B00001YVBG,,"In Virtual Springfield, the metropolis throbs from the diligent employees at the nuclear plant to the all-night wonders of the Kwik-E-Mart and the eager students of Springfield Elementary. Explore every nook and cranny with over 50 locations. Listen to original cast members such as Phil Hartman, Nancy Cartwright, Dan Castellaneta, Pamela Hayden, and more. In addition, view all-new Itchy and Scratchy cartoons at Krustylu Studios, attend the premier of the latest McBain movie at the Aztec theatre, and even channel-surf through Homer's favorite TV shows.",98.96,,"[['Software', ""Children's""], ['Software', 'Lifestyle & Hobbies'], ['Video Games', 'Kids & Family']]",http://ecx.images-amazon.com/images/I/61P9CQ2V5FL._SY300_.jpg
B00001XE0V,,Connects your PlayStation Game System to your TV and connects your GUNCON compatible Light Gun to your PlayStation.,1.99,,"[['Video Games', 'More Systems', 'PlayStation 2', 'Hardware', 'Accessories'], ['Video Games', 'More Systems', 'PlayStation', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/317X2GR0T1L.jpg
B00001YVBM,,,0.0,,"[['Video Games', 'More Systems', 'PlayStation', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/7163M2H634L._SX300_.gif
B00001YVBL,,"Metal Gear Solidis one of the most successful, and maybe one of the best, PlayStation games ever. These virtual reality missions expand on the training of the special forces unit your character inMGScame from.You, as the Virtual Reality embodiment of Solid Snake ofMGSfame, can go through specific training for each of the weapons inMGS, combat simulators, and even a photo shoot. That's right, while you're working through the VR missions (most of which are mini-puzzles), your reward is that you get closer and closer to the game's female characters in a photo session. You can also unlock extra missions, eventually becoming able to play as a ninja.The best part, though, is working through the higher level training missions, where the skills you thought you perfected inMGSare really put to the test. With 300 missions packed into this game, you better start training now.--John CockingPros:Short levels mean you can play during your lunch hourMoreMetal Gear SolidactionCombat training with plastic explosivesCons:Hierarchical progression of levels can bore expert playersMostly valuable as an add-on toMetal Gear Solid",163.49,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/51EVDzyopPL._SX300_.jpg
B00001XDTU,,"The tremendously popular infant characters keep getting themselves into rather bizarre situations. Tommy, Chuckie, Phil, Lil and Angelica find themselves in a time machine traveling to famous eras and places in history. Stops include prehistoric and wild west adventures.Each of the game's ten levels features a different type of game play, so players will experience traditional side-scrolling action/adventure elements, puzzle-like challenges, chases and fast-paced racing.True to the other video games in the Rugrats series, this one features no violent content.A 2000 Parents' Choice&#174; Approved Winner.(Jason Rich, Parents' Choice&#174;, 2000)--FromParents' Choice&#174;",0.01,,"[['Video Games', 'Kids & Family'], ['Video Games', 'More Systems', 'Game Boy Color', 'Games']]",http://ecx.images-amazon.com/images/I/31dHjKimzkL.jpg
B00001XDTJ,,"Falcon 4.0is an advanced and easy-to-use flight simulator. It is the only flight simulator with a completely real-time campaign, and it offers multiple levels of difficulty for novice and expert pilots alike.",59.95,,"[['Video Games', 'Mac', 'Games']]",http://ecx.images-amazon.com/images/I/51N4FF5RX9L._SY300_.jpg
B00001XDTQ,,"Yoot Tower for Mac turns you loose with towers. This is the simulation/strategy sequel to SimTower, and the towers can get as complex as you want.",68.99,,"[['Video Games', 'Kids & Family'], ['Video Games', 'Mac', 'Games']]",http://ecx.images-amazon.com/images/I/51Dyi1aVjFL._SY300_.jpg
B00001YVBN,,"Legacy of Kain: Soul Reavertells the story of Raziel, one of the undead lieutenants of the vampire lord Kain. Jealous of Raziel's newly evolved wings, Kain tears them apart and casts his former champion into the netherworld. But something--some kind of powerful entity that dwells in the netherworld--has restored Raziel to a semblance of life and has set him on a path of vengeance.After this tantalizing movie introduction, you take control of Raziel in the spectral realm, where your new existence is explained to you. From there you enter the physical plane, ready to begin your quest for power and revenge. Raziel's combat moves are extremely brutal, as you'd expect from a vampire who has returned from the dead. When he finds a spear, Raziel gleefully stabs and slashes before he impales his foe, lifts it off the ground, and feasts on its soul. Doing so enhances Raziel's power, and devouring the souls of the rest of Kain's lieutenants is the only way to get the special abilities--scaling walls, phasing through gates, etc.--needed to reach Kain himself. While fun for adults, parents should take note: this game is definitelynotsuitable for kids.",19.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/8144AW668HL._SX300_.gif
B00001XDU6,,"As the title suggests, Rugrats: Scavenger Hunt offers a series of scavenger hunt adventures in which players help the Rugrats characters locate specific items and piece them together to solve puzzles. Based on the popular animated television series, Scavenger Hunt offers three distinct game play experiences in one. The added bonus of a random element makes the game different each time it's played. This game is non-violent and suitable for ages 6-12.  (Jason R. Rich, Parents' Choice&#174;).  --FromParents' Choice&#174;",62.99,,"[['Video Games', 'Kids & Family'], ['Video Games', 'More Systems', 'Nintendo 64', 'Games']]",http://ecx.images-amazon.com/images/I/61SZE60HZ8L._SX300_.jpg
B00001YVIB,,"As Garrett, a cynical and world-weary master thief, you must make use of stealth and intellect to complete your missions. You live in an ancient city of a fictional past, where magic and primitive technology coexist uneasily. Your victims are the city's corrupt and privileged nobility, whose wealth is at your disposal as long as their guards don't see you, at least not until it is too late.Your dark heroics earn you the attention of a mysterious patron who offers you a fortune if you can retrieve an enormous gemstone with a notorious reputation. But it soon becomes clear that more is at stake than a comfortable retirement. Your efforts trigger a conflict between veiled powers who compete to pull your strings. You'll need all your strength and wits to discover the truth and escape from the web of intrigue and deception spun around you. Garrett's adventures will take you through moonlit city streets, guarded mansions, secure prisons, blazing factories, haunted cathedrals, abandoned ruins, grim catacombs, subterranean lost cities, and even into strange, distant realms where the laws of this earth no longer apply.",63.86,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51MEHSXXT2L._SY300_.jpg
B00001YVFK,,"Adobe PhotoDeluxe 2.0 offers a fast and easy way to modify and personalize your photos. It performs a variety of tasks, including red-eye removal and shadow dropping. Smudging and cloning are popular digital tools that feature an easy-to-use interface. Import your photographs from disks, scanners, or digital cameras with seamless ease. PhotoDeluxe was designed with both the novice and professional photo editor in mind.",74.78,,"[['Software', 'Photography'], ['Video Games', 'Kids & Family'], ['Video Games', 'Mac', 'Games'], ['Video Games', 'PC']]",http://ecx.images-amazon.com/images/I/511TRR7H4CL._SY300_.jpg
B00001YVIW,,,19.99,,"[['Video Games', 'More Systems', 'Game Boy', 'Hardware', 'Accessories'], ['Video Games', 'More Systems', 'Game Boy Color']]",http://ecx.images-amazon.com/images/I/71P2HB2V4QL._SX300_.gif
B00001YVI4,,"Here are extra challenging levels and even an alternate ending to the instant-classic 3-D adventure game starring Lara Croft. You have heard the legends. Lara Croft bursts onto the international scene as the star of the stunning, instant classic, 3-D adventure gameTomb Raider. ""Unfinished Business"" provides two expert levels of Lara's dramatic return to Atlantis. Lara has discovered the existence of a ruined segment of the alien city, allegedly containing a hive of surviving creatures guarding an alien hatchery. In this new adventure she must destroy the aliens before they invade again.",18.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/512DCAC4CHL._SY300_.jpg
B00001YVGT,,"Buffy the Vampire Slayer, Aliens, Predator,andThe Flycome together to create the hottest pinball challenge ever. With more than 100 movie clips and sound bites, relive your favorite scenes.",43.99,,"[['Video Games', 'Kids & Family'], ['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/5181VJ7ZG0L._SY300_.jpg
B00001YVBH,,"This game introduces Croc as a crusading crocodile who must rescue his friends, the Gobbos, from the evil villain Baron Dante. Baron Dante has taken over the Gobbo Valley and is turning all good creatures to evil with his magical powers. With amazing graphics and animation, including moves such as swimming, swinging, and flying, you can explore with Croc in more than 250 individual game areas on 45 levels.",34.19,,"[['Video Games', 'Kids & Family'], ['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51TKTM36SDL._SY300_.jpg
B00001ZT3S,,Soulblighter has returned to finish the job that Balor started. Discover a 3-D game world filled with ancient evil and danger. Battle on bloodsoaked plains and inside bloodstained walls. Dodge flaming arrows and spells of confusion. Command troops against the menace of Soulblighter; it's your only chance to stop him.,0.0,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51S2G1DNJ2L._SY300_.jpg
